KabKota,ID,Timestamp,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Aceh Timur,1105,2025-10-13 14:56:16,2017,7043.52,290.02,1477.83,3387.3,78.11,-3172.02,9104.76
Aceh Tengah,1106,2025-10-13 14:56:16,2017,3071.12,106.95,1246.89,2822.03,100.38,-625.42,6721.94
Aceh Barat,1107,2025-10-13 14:56:16,2017,3505.51,165.24,1214.88,3350.15,234.22,-1523.08,6946.91
Aceh Besar,1108,2025-10-13 14:56:16,2017,8406.78,55.35,1977.46,4024.55,128.6,-2954.7,11638.04
Pidie,1109,2025-10-13 14:56:16,2017,6883.83,234.54,2096.65,2759.53,6.55,-2794.27,9186.85
Bireuen,1110,2025-10-13 14:56:16,2017,7750.45,220.57,1887.19,2755.16,77.62,-1280.06,11410.92
Aceh Utara,1111,2025-10-13 14:56:16,2017,10018.04,342.29,2726.2,5288.98,183.1,-1056.26,17502.34
Aceh Barat Daya,1112,2025-10-13 14:56:16,2017,2063.49,54.65,814.6,2040.86,18.19,-1597.46,3394.32
Gayo Lues,1113,2025-10-13 14:56:16,2017,1263.19,65.44,830.64,1013.8,47.14,-794.56,2425.65
Aceh Tamiang,1114,2025-10-13 14:56:16,2017,4253.38,114.55,1136.13,2265.08,11.97,-1262.84,6518.27
Nagan Raya,1115,2025-10-13 14:56:16,2017,2957.96,131.46,868.65,2416.62,47.08,149.37,6571.14
Aceh Jaya,1116,2025-10-13 14:56:16,2017,1197.96,49.74,851.96,1239.99,0.34,-1064.95,2275.04
Bener Meriah,1117,2025-10-13 14:56:16,2017,2074.38,86.37,806.37,1945.39,4.06,-918.33,3998.25
Pidie Jaya,1118,2025-10-13 14:56:16,2017,2348.17,124.9,792.86,1180.5,42.57,-1476.02,3012.98
Kota Banda Aceh,1171,2025-10-13 14:56:16,2017,10319.95,282.08,7444.65,4419.1,628.55,-6405.12,16689.22
Kota Sabang,1172,2025-10-13 14:56:16,2017,696.2,73.58,1014.94,982.73,60.17,-1555.15,1272.47
Kota Langsa,1173,2025-10-13 14:56:16,2017,3131.58,100.58,1076,1724.46,17.86,-1512.21,4538.28
Kota Lhokseumawe,1174,2025-10-13 14:56:16,2017,4284.17,102.19,1401.13,3635.47,122.45,-1475.14,8070.28
Kota Subulussalam,1175,2025-10-13 14:56:16,2017,1118.98,45.24,528,860.3,-9.51,-1007.55,1535.46
Nias,1201,2025-10-13 14:56:16,2017,3064.9,114.84,695.86,824.08,9.17,-1475.3,3233.56
Mandailing Natal,1202,2025-10-13 14:56:16,2017,7452.66,172.17,2183.33,2609.15,317.73,-1022.53,11712.51
Tapanuli Selatan,1203,2025-10-13 14:56:16,2017,5546.37,88.07,1362.47,4435.05,109.29,426.71,11967.96
Tapanuli Tengah,1204,2025-10-13 14:56:16,2017,5811.3,177.94,949.4,1555.55,69.3,-18.12,8545.38
Tapanuli Utara,1205,2025-10-13 14:56:16,2017,4502.15,333,1205.71,2849.21,170.37,-2294.74,6765.69
Toba Samosir,1206,2025-10-13 14:56:16,2017,3646.54,107.65,1018.63,1452.13,85.74,324.58,6635.27
Labuhan Batu,1207,2025-10-13 14:56:16,2017,13998.96,190.13,1356.25,7053.68,658.88,5774.68,29032.57
Asahan,1208,2025-10-13 14:56:16,2017,17857.65,372.62,2013.09,8968.36,307.03,2501.44,32020.19
Simalungun,1209,2025-10-13 14:56:16,2017,18738.68,341.64,2372.35,8918.77,279.13,2181.56,32832.13
Dairi,1210,2025-10-13 14:56:16,2017,4498.53,190.16,970.3,2188.83,176.71,-44.05,7980.47
Karo,1211,2025-10-13 14:56:16,2017,9512.12,302.09,1734.35,5667.92,652.5,195.35,18064.32
Deli Serdang,1212,2025-10-13 14:56:16,2017,54188.31,485.38,3879.7,30037.38,826.47,3776.65,93193.89
Langkat,1213,2025-10-13 14:56:16,2017,22187.59,363.81,3254.59,8576.62,536.53,2113.11,37032.25
Nias Selatan,1214,2025-10-13 14:56:16,2017,4446.35,146.33,1423.93,1300.22,252.89,-1873.98,5695.74
Humbang Hasundutan,1215,2025-10-13 14:56:16,2017,2900.35,92.02,949.06,1212.21,34.86,-57.45,5131.05
Pakpak Bharat,1216,2025-10-13 14:56:16,2017,541.04,9.35,295.95,316.37,4.11,-166.95,999.87
Samosir,1217,2025-10-13 14:56:16,2017,2237.3,84.02,880.71,539.35,152.92,-142.68,3751.63
Serdang Bedagai,1218,2025-10-13 14:56:16,2017,14421.88,289.4,2251.58,6234.77,409.39,487.57,24094.59
Batu Bara,1219,2025-10-13 14:56:16,2017,12040.18,233.16,1706.26,5594.49,483.08,9699.7,29756.87
Padang Lawas Utara,1220,2025-10-13 14:56:16,2017,6019.78,121.51,917.8,2456.34,49.96,333.11,9898.5
Padang Lawas,1221,2025-10-13 14:56:16,2017,4648.82,92.18,808.26,2329.13,39.87,1786.73,9704.99
Labuhan Batu Selatan,1222,2025-10-13 14:56:16,2017,11093.41,120.36,968.13,6412.94,608.3,3993.17,23196.31
Labuhan Batu Utara,1223,2025-10-13 14:56:16,2017,9973.44,181.03,1133.02,5628.74,411.09,3834.37,21161.68
Nias Utara,1224,2025-10-13 14:56:16,2017,2408.8,44.26,565.73,890.87,82.9,-974.11,3018.45
Nias Barat,1225,2025-10-13 14:56:16,2017,1243.76,60.65,378.91,447.77,62.33,-649.46,1543.97
Kota Sibolga,1271,2025-10-13 14:56:16,2017,2747.51,86.09,622.01,890.14,67,231.93,4644.67
Kota Tanjung Balai,1272,2025-10-13 14:56:16,2017,3976.51,95.57,886.18,2456.9,177.62,-167.81,7424.96
Kota Pematang Siantar,1273,2025-10-13 14:56:16,2017,7342.12,306.36,1402.81,3075.04,337.29,-19.66,12443.96
Kota Tebing Tinggi,1274,2025-10-13 14:56:16,2017,3623.62,17.82,1015.95,1804.58,45.43,-1384.38,5123.02
Kota Medan,1275,2025-10-13 14:56:16,2017,93437.91,580.86,9297.44,84884.4,847.32,13987.81,203035.74
Kota Binjai,1276,2025-10-13 14:56:16,2017,5950.73,144.39,650.44,3155.76,77.36,-73.86,9904.81
Kota Padangsidimpuan,1277,2025-10-13 14:56:16,2017,3432.45,174.72,1212.09,2091.88,53.08,-1591.95,5372.28
Kota Gunungsitoli,1278,2025-10-13 14:56:16,2017,3066.85,87.64,424.98,1329.41,11.82,-417.65,4503.05
Kepulauan Mentawai,1301,2025-10-13 14:56:16,2017,2066.33,34.2,732.04,1216.72,0.29,-47.71,4001.87
Pesisir Selatan,1302,2025-10-13 14:56:16,2017,6517.29,132.72,1501.56,3659.13,7.32,251.5,12069.52
Solok,1303,2025-10-13 14:56:16,2017,6572.29,101.64,1324.33,3707.67,3.36,74.59,11783.87
Sijunjung,1304,2025-10-13 14:56:16,2017,4410.41,60.71,884.67,2654.43,2.29,-84.84,7927.67
Tanah Datar,1305,2025-10-13 14:56:16,2017,6519.13,143.04,1419.53,3641.72,1.49,-296.83,11428.08
Padang Pariaman,1306,2025-10-13 14:56:16,2017,9083.25,194.34,1619.89,5109.95,1.09,3029.86,19038.38
Agam,1307,2025-10-13 14:56:16,2017,9681.86,195.9,1547.31,5312.52,0.55,1096.83,17834.99
Lima Puluh Kota,1308,2025-10-13 14:56:16,2017,7343.9,139.46,1299.06,4175.01,0.63,573.13,13531.19
Pasaman,1309,2025-10-13 14:56:16,2017,4188.22,84.82,976.14,2422.06,3.58,127.17,7801.98
Solok Selatan,1310,2025-10-13 14:56:16,2017,2692.84,55.28,608.02,1424.96,0.51,112.26,4893.87
Dharmasraya,1311,2025-10-13 14:56:16,2017,4942.5,86.09,864.41,2643.66,1.7,515.92,9054.28
Pasaman Barat,1312,2025-10-13 14:56:16,2017,7484.95,157.03,1270.46,4182.24,0.81,604.2,13699.7
Kota Padang,1371,2025-10-13 14:56:16,2017,27253.33,588.39,8405.11,16076.72,21.06,746.5,53091.1
Kota Solok,1372,2025-10-13 14:56:16,2017,1767.72,36.78,621.83,948.3,0.16,94.25,3469.04
Kota Sawah Lunto,1373,2025-10-13 14:56:16,2017,1752,35.7,615.49,840.09,16.05,-94.11,3165.21
Kota Padang Panjang,1374,2025-10-13 14:56:16,2017,1575.99,33.35,597.45,953.12,6.53,-192.08,2974.35
Kota Bukittinggi,1375,2025-10-13 14:56:16,2017,3906.19,70.55,1037.15,2027,11.39,400.83,7453.11
Kota Payakumbuh,1376,2025-10-13 14:56:16,2017,2758.19,51.83,782.04,1532.57,67.85,447.19,5639.68
Kota Pariaman,1377,2025-10-13 14:56:16,2017,2257.85,49.99,637.93,1210.09,5.21,147.94,4309.01
Kuantan Singingi,1401,2025-10-13 14:56:16,2017,12833.17,138.55,1365.32,13682.31,-30.71,1515.68,29504.32
Indragiri Hulu,1402,2025-10-13 14:56:16,2017,15369.13,193.98,1424.34,14940.32,386.77,6412.21,38726.75
Indragiri Hilir,1403,2025-10-13 14:56:16,2017,26674.74,329.64,1703.54,14048.55,-21.07,18135.32,60870.71
Pelalawan,1404,2025-10-13 14:56:16,2017,12931.67,150.81,1181.99,7844.89,631.47,21099.81,43840.64
Siak,1405,2025-10-13 14:56:16,2017,17890.85,202.14,1774.41,17929.65,400.87,41395.59,79593.52
Kampar,1406,2025-10-13 14:56:16,2017,32526.78,376.83,2636.89,24276.37,736.63,11017.52,71571.02
Rokan Hulu,1407,2025-10-13 14:56:16,2017,20481.89,243.63,1408.21,8042.82,211.96,603.79,30992.3
Bengkalis,1408,2025-10-13 14:56:16,2017,24847.83,281.82,3020.47,22549.15,117.77,82161.14,132978.17
Rokan Hilir,1409,2025-10-13 14:56:16,2017,21978.51,281.89,1636.12,7202.36,1042.87,41855.5,73997.26
Kepulauan Meranti,1410,2025-10-13 14:56:16,2017,6332.78,126.32,524.94,3878.15,40.83,5822.86,16725.88
Kota Pekanbaru,1471,2025-10-13 14:56:16,2017,54376.92,922.29,8221.45,89376.15,662.29,-52445.69,101113.42
Kota Dumai,1473,2025-10-13 14:56:16,2017,10683.92,138.68,1996.15,14547.02,968.42,2008.64,30342.84
Kerinci,1501,2025-10-13 14:56:16,2017,4877.28,47.29,1060.39,1545.51,68.72,1276.51,8875.71
Merangin,1502,2025-10-13 14:56:16,2017,8160.77,43.53,1080.98,3286.5,52.86,894.01,13518.64
Sarolangun,1503,2025-10-13 14:56:16,2017,7400.98,64,908.69,5242.93,-51.23,-113.62,13451.75
Batang Hari,1504,2025-10-13 14:56:16,2017,6935.24,51,1040.14,3542.82,28.36,3097.79,14695.34
Muaro Jambi,1505,2025-10-13 14:56:16,2017,9068.67,80.47,1575.38,3952.04,191.28,6466.97,21334.8
Tanjung Jabung Timur,1506,2025-10-13 14:56:16,2017,5380.53,72.65,1147.12,3184.52,122.51,11136.81,21044.14
Tanjung Jabung Barat,1507,2025-10-13 14:56:16,2017,8527.56,65.17,982.03,4772.54,327.77,20995.87,35670.94
Tebo,1508,2025-10-13 14:56:16,2017,7036.34,79.2,857.9,3196.07,52.2,1760.24,12981.95
Bungo,1509,2025-10-13 14:56:16,2017,8436.33,82.66,1026.26,5189.78,127.89,1159.96,16022.89
Kota Jambi,1571,2025-10-13 14:56:16,2017,15432.1,356.44,5739.32,5853.9,-7.1,-1081.35,26293.31
Kota Sungai Penuh,1572,2025-10-13 14:56:16,2017,2915.45,32.74,449.68,1793.04,101.98,1078.4,6371.29
Ogan Komering Ulu,1601,2025-10-13 14:56:16,2017,8814.27,188.03,1251.15,5162.68,203.45,-3245.63,12373.95
Ogan Komering Ilir,1602,2025-10-13 14:56:16,2017,16572.05,381.1,1880.38,8156.61,45.56,1527.42,28563.11
Muara Enim,1603,2025-10-13 14:56:16,2017,29890.03,879.91,2302.51,13919.92,-243.98,-965.63,45782.76
Lahat,1604,2025-10-13 14:56:16,2017,11193.48,253.23,2359.6,5543.47,-327.7,-3986.73,15035.35
Musi Rawas,1605,2025-10-13 14:56:16,2017,11741.91,201.9,1523.45,5094.36,83.69,-2768.01,15877.31
Musi Banyuasin,1606,2025-10-13 14:56:16,2017,40522.2,1012.34,3552.52,19091.17,123.2,-8281.39,56020.03
Banyu Asin,1607,2025-10-13 14:56:16,2017,16452.34,322.23,1899.46,7303.88,342.4,-1819.11,24501.19
Ogan Komering Ulu Selatan,1608,2025-10-13 14:56:16,2017,5124.65,83.92,1026.06,2546.44,31.94,-1220.87,7592.14
Ogan Komering Ulu Timur,1609,2025-10-13 14:56:16,2017,8781.61,147.86,1460.8,4364.53,3.63,-1934.54,12823.9
Ogan Ilir,1610,2025-10-13 14:56:16,2017,5912.43,118.82,1367.61,2935.51,-0.96,-819.03,9514.38
Empat Lawang,1611,2025-10-13 14:56:16,2017,2852.66,75.48,781.73,1544.72,109.14,-956.35,4407.37
Penukal Abab Lematang Ilir,1612,2025-10-13 14:56:16,2017,4036.53,110.91,362.56,2229.64,-50.32,-843.37,5845.94
Musi Rawas Utara,1613,2025-10-13 14:56:16,2017,4760.26,84.45,685.52,1935.05,-157.7,-914.46,6393.13
Kota Palembang,1671,2025-10-13 14:56:16,2017,81041.66,1590.64,7330.71,60774.19,-379.4,-20957.48,129400.33
Kota Prabumulih,1672,2025-10-13 14:56:16,2017,4315.68,104.67,870.11,2825.08,142.2,-1671.45,6586.29
Kota Pagar Alam,1673,2025-10-13 14:56:16,2017,1878.74,47.12,450.87,1035.29,146.77,-1010.27,2548.52
Kota Lubuklinggau,1674,2025-10-13 14:56:16,2017,3652.6,89.02,797.53,2693.77,117.72,-1714.21,5636.43
Bengkulu Selatan,1701,2025-10-13 14:56:16,2017,3028.87,126.05,1031.5,1931.31,61.05,-1306.08,4872.69
Rejang Lebong,1702,2025-10-13 14:56:16,2017,5159.1,158.32,1037.1,2790.32,140.09,-1337.98,7946.95
Bengkulu Utara,1703,2025-10-13 14:56:16,2017,4639.99,125.48,1053.32,3162.66,181.14,-2184.81,6977.78
Kaur,1704,2025-10-13 14:56:16,2017,1983.03,73.54,647.32,1792.6,21.99,-1551.47,2967.02
Seluma,1705,2025-10-13 14:56:16,2017,2576.55,60.12,755.47,2147.9,110.94,-1810.9,3840.07
Mukomuko,1706,2025-10-13 14:56:16,2017,2855.6,104.75,706.02,2451.38,129.02,-1911.32,4335.45
Lebong,1707,2025-10-13 14:56:16,2017,1940.43,98.31,619.01,1749.03,17.16,-1563.99,2859.95
Kepahiang,1708,2025-10-13 14:56:16,2017,2340.06,107.73,618.23,1653.42,114.03,-1196.3,3637.17
Bengkulu Tengah,1709,2025-10-13 14:56:16,2017,2494.17,55.86,477.49,1753,130.38,-1008.23,3902.67
Kota Bengkulu,1771,2025-10-13 14:56:16,2017,11831.5,528.73,5072.41,5919.8,345.35,-4420.3,19277.49
Lampung Barat,1801,2025-10-13 14:56:16,2017,4813.84,153.55,1269.62,2166.58,24.19,-2311.49,6116.3
Tanggamus,1802,2025-10-13 14:56:16,2017,9175.24,183.59,1521.11,3331.17,41.83,-838.01,13414.93
Lampung Selatan,1803,2025-10-13 14:56:16,2017,20594,480.31,1972.33,13479.16,547.56,1249.02,38322.38
Lampung Timur,1804,2025-10-13 14:56:16,2017,21826.41,515.48,2231.97,11006.6,-355.87,918.72,36143.3
Lampung Tengah,1805,2025-10-13 14:56:16,2017,31434.81,683.2,2343.35,19626.98,479.85,6387.1,60955.29
Lampung Utara,1806,2025-10-13 14:56:16,2017,12149.03,549.56,1532.66,6490.18,3.43,-191.96,20532.9
Way Kanan,1807,2025-10-13 14:56:16,2017,7452.5,161.08,1044.1,3725.27,30.7,-304.97,12108.68
Tulangbawang,1808,2025-10-13 14:56:16,2017,11081.13,265.27,1009.14,6450.17,364.48,690.83,19861.02
Pesawaran,1809,2025-10-13 14:56:16,2017,8046.95,164.86,1026.74,4170.12,5.79,579.6,13994.06
Pringsewu,1810,2025-10-13 14:56:16,2017,7746.37,145.45,808.87,2901.18,183.98,-2100.08,9685.78
Mesuji,1811,2025-10-13 14:56:16,2017,5044.05,113.03,469.84,2610.16,4.13,690.61,8931.8
Tulang Bawang Barat,1812,2025-10-13 14:56:16,2017,6231.33,107.97,628.81,3044.8,52.9,-211.47,9854.34
Pesisir Barat,1813,2025-10-13 14:56:16,2017,2753.86,62.55,134.13,831.85,61.59,103.59,3947.58
Kota Bandar Lampung,1871,2025-10-13 14:56:16,2017,29959.36,737.34,10298.89,15560.51,48.05,-6521.32,50082.84
Kota Metro,1872,2025-10-13 14:56:16,2017,3959.04,94.71,895.74,1157.64,61.99,-687.43,5481.68
Bangka,1901,2025-10-13 14:56:16,2017,8428.57,79.61,1203.79,2986.59,82.18,27.2,12807.94
Belitung,1902,2025-10-13 14:56:16,2017,4947.14,67.72,1072.41,2476.81,69.68,106.14,8739.9
Bangka Barat,1903,2025-10-13 14:56:16,2017,6461.16,70.24,814.85,2663.05,90.12,3122,13221.43
Bangka Tengah,1904,2025-10-13 14:56:16,2017,5504.93,63.08,1036.71,2192.38,28.48,-853.38,7972.21
Bangka Selatan,1905,2025-10-13 14:56:16,2017,5254.6,53.74,725.58,2313.68,54.5,-236.94,8165.17
Belitung Timur,1906,2025-10-13 14:56:16,2017,3845.52,51.01,923.1,2232.65,85.9,13.62,7151.8
Kota Pangkal Pinang,1971,2025-10-13 14:56:16,2017,6003.56,110.63,1967.27,3674.15,82.39,270.57,12108.57
Karimun,2101,2025-10-13 14:56:16,2017,7057.63,106.91,1577.79,4023.39,7.85,-1155.08,11618.49
Bintan,2102,2025-10-13 14:56:16,2017,8647.36,21.72,1582.07,9696.96,13.71,-1979.15,17982.66
Natuna,2103,2025-10-13 14:56:16,2017,3513.81,11.03,2063.18,3182.3,7.31,10827.33,19604.96
Lingga,2104,2025-10-13 14:56:16,2017,2202.12,13.2,924.37,1407.65,2.13,-889.75,3659.73
Kepulauan Anambas,2105,2025-10-13 14:56:16,2017,1834.41,10.3,1582.67,3028.43,17.99,10782.8,17256.61
Kota Batam,2171,2025-10-13 14:56:16,2017,55893.63,309.08,2574.85,67705.36,298.73,11143.69,137925.34
Kota Tanjung Pinang,2172,2025-10-13 14:56:16,2017,10615.71,66.2,3905.87,8912.98,23.56,-5435.38,18088.95
Kep. Seribu,3101,2025-10-13 14:56:16,2017,2271.03,663.36,465,293.92,0.43,3506.58,7200.32
Kota Jakarta Selatan,3171,2025-10-13 14:56:16,2017,347137,12375.66,97280.48,202281.43,1462.67,-128026.13,532511.11
Kota Jakarta Timur,3172,2025-10-13 14:56:16,2017,348626.16,9419.71,19880.24,151248.76,1616.15,-116088.46,414702.56
Kota Jakarta Pusat,3173,2025-10-13 14:56:16,2017,134196.89,5986.98,158772.85,180498.72,5463.12,96779.43,581697.98
Kota Jakarta Barat,3174,2025-10-13 14:56:16,2017,329769.93,7835.24,14327.51,196524.37,1597.85,-157773.25,392281.65
Kota Jakarta Utara,3175,2025-10-13 14:56:16,2017,262015.8,10892.73,16595.47,196117.74,10094.2,-49802.15,445913.79
Bogor,3201,2025-10-13 14:56:16,2017,140026.33,1179.27,6813.96,43828.28,3041.23,6008.61,200897.68
Sukabumi,3202,2025-10-13 14:56:16,2017,36798.94,267.63,3427.36,16173.16,3039.6,-3705.18,56001.51
Cianjur,3203,2025-10-13 14:56:16,2017,31607.52,86.01,2956.9,10674.53,1313.07,-8063.03,38575
Bandung,3204,2025-10-13 14:56:16,2017,82727.01,473.84,4939.25,21365.58,2990.85,-9630.94,102865.6
Garut,3205,2025-10-13 14:56:16,2017,38625.49,240.38,3830.57,12795.57,1761.57,-9224.44,48029.13
Tasikmalaya,3206,2025-10-13 14:56:16,2017,26686.62,428.49,2950.88,6518.35,1509.9,-7561.71,30532.53
Ciamis,3207,2025-10-13 14:56:16,2017,18530.5,297.48,2494.05,7094.6,728.36,-2600.52,26544.48
Kuningan,3208,2025-10-13 14:56:16,2017,18004.72,490.45,2734.41,5182.3,612.23,-6560.12,20463.99
Cirebon,3209,2025-10-13 14:56:16,2017,37379,749.32,3314.31,14056.19,1579.46,-15159.01,41919.29
Majalengka,3210,2025-10-13 14:56:16,2017,19461.11,153.26,2482.6,9903.18,908.04,-7502.57,25405.61
Sumedang,3211,2025-10-13 14:56:16,2017,21000.51,407.29,2770.22,7308.03,1102.9,-2950.19,29638.76
Indramayu,3212,2025-10-13 14:56:16,2017,29537.33,199.8,3104.03,11224.03,3444.02,22305.09,69814.3
Subang,3213,2025-10-13 14:56:16,2017,26139.9,252.05,3462.92,9545.92,1427.57,-6568.58,34259.78
Purwakarta,3214,2025-10-13 14:56:16,2017,31224.99,215.47,2446.53,14325.61,2061.18,8283.18,58556.95
Karawang,3215,2025-10-13 14:56:16,2017,75341.63,368.78,4813.21,35087.58,7588.32,74224.45,197423.98
Bekasi,3216,2025-10-13 14:56:16,2017,108694.19,415.88,4986.67,63966.58,11825.4,91932.79,281821.53
Bandung Barat,3217,2025-10-13 14:56:16,2017,26310.32,352.37,2708.6,8455.98,1758.51,618.62,40204.4
Pangandaran,3218,2025-10-13 14:56:16,2017,5544.87,70.18,955.64,2618.24,422.98,-211.13,9400.78
Kota Bogor,3271,2025-10-13 14:56:16,2017,37701.51,636.21,4592.16,13730.57,1871.2,-20053.18,38478.47
Kota Sukabumi,3272,2025-10-13 14:56:16,2017,8237.53,428.6,1303.51,1701.01,496.62,-1618.05,10549.22
Kota Bandung,3273,2025-10-13 14:56:16,2017,141574.75,1287.86,27716.33,67447.86,9031.19,-6948.37,240109.63
Kota Cirebon,3274,2025-10-13 14:56:16,2017,10727.39,332.35,2513.04,5561.73,1015.21,-328.42,19821.3
Kota Bekasi,3275,2025-10-13 14:56:16,2017,95332.88,254.62,4086.74,29709.6,3455.64,-49511.83,83327.64
Kota Depok,3276,2025-10-13 14:56:16,2017,74880.46,670.52,2487.92,30270.44,1818.54,-51719.1,58408.78
Kota Cimahi,3277,2025-10-13 14:56:16,2017,20276.01,61.18,1654.4,9424,1024,-5859.51,26580.08
Kota Tasikmalaya,3278,2025-10-13 14:56:16,2017,13354.04,398.24,2229.88,5901.59,690.91,-4308.67,18265.99
Kota Banjar,3279,2025-10-13 14:56:16,2017,3344.49,44.23,1015.41,1213.63,139.49,-1908.9,3848.36
Cilacap,3301,2025-10-13 14:56:16,2017,39572.39,481.05,3073.75,18507.74,441.95,41844.89,103921.78
Banyumas,3302,2025-10-13 14:56:16,2017,31656.21,528.25,4230.9,17323.23,144.71,-8297.32,45585.98
Purbalingga,3303,2025-10-13 14:56:16,2017,15493.64,319.36,1678.9,4339.16,736.83,-1128.26,21439.65
Banjarnegara,3304,2025-10-13 14:56:16,2017,14217.75,347.59,1726.78,4021.06,129.19,-1896.77,18545.6
Kebumen,3305,2025-10-13 14:56:16,2017,18066.04,416.58,2383.2,5109.01,502.16,-2408.01,24068.99
Purworejo,3306,2025-10-13 14:56:16,2017,12674.17,308.67,1820.45,4288,185.54,-3121.43,16155.4
Wonosobo,3307,2025-10-13 14:56:16,2017,12631.92,297.63,1449,3169.74,217.06,-1510.24,16255.1
Magelang,3308,2025-10-13 14:56:16,2017,20468.39,523.29,2383.36,7707.27,350.35,-3248.8,28183.85
Boyolali,3309,2025-10-13 14:56:16,2017,21611.71,421.08,2057.4,5958.56,345.74,-2479.83,27914.65
Klaten,3310,2025-10-13 14:56:16,2017,26006.33,541.69,2564.91,7383.74,176.6,-2498.45,34174.82
Sukoharjo,3311,2025-10-13 14:56:16,2017,22165.43,352.25,1845.67,7540.87,-389.22,106.41,31621.41
Wonogiri,3312,2025-10-13 14:56:16,2017,17818.36,521.3,2102.32,5269.36,54.16,-661.16,25104.34
Karanganyar,3313,2025-10-13 14:56:16,2017,22165.97,392.16,1866.92,7241.2,565.89,-679.85,31552.29
Sragen,3314,2025-10-13 14:56:16,2017,22704.59,394.36,2185.27,7523.71,524.35,-921.46,32410.81
Grobogan,3315,2025-10-13 14:56:16,2017,20471.2,430.39,2308.07,4076.31,-202.99,-3619.43,23463.54
Blora,3316,2025-10-13 14:56:16,2017,14639.08,300.23,2070.06,2464.82,94.64,2297,21865.83
Rembang,3317,2025-10-13 14:56:16,2017,11452.74,238.54,1536.67,3640.95,391.3,-935.48,16324.72
Pati,3318,2025-10-13 14:56:16,2017,26671.52,427.86,2731.55,8750.17,260.08,-2050.47,36790.7
Kudus,3319,2025-10-13 14:56:16,2017,24104.64,278.82,1895.28,11937.84,1405.42,57541.85,97163.85
Jepara,3320,2025-10-13 14:56:16,2017,22200.05,418.2,2095.04,7510.29,193.54,-6631.74,25785.38
Demak,3321,2025-10-13 14:56:16,2017,17457,360.57,2038.73,5676.14,204.53,-3115.92,22621.05
Semarang,3322,2025-10-13 14:56:16,2017,25047.85,442.5,3104.57,17476.07,240.25,-3689.82,42621.42
Temanggung,3323,2025-10-13 14:56:16,2017,13525.56,317.85,1504.62,2945.29,663.91,-149.51,18807.71
Kendal,3324,2025-10-13 14:56:16,2017,21889.01,344.89,2012.32,10307.52,390.83,1576.42,36520.99
Batang,3325,2025-10-13 14:56:16,2017,13409.06,285.24,1447.81,4164.9,1254.17,-1899.21,18661.97
Pekalongan,3326,2025-10-13 14:56:16,2017,15432.33,311.66,1715.31,4466.79,276.08,-2492.94,19709.23
Pemalang,3327,2025-10-13 14:56:16,2017,18302.06,369.64,2051.77,2749.3,166.99,-1779.23,21860.52
Tegal,3328,2025-10-13 14:56:16,2017,25528.07,425.74,2202.61,7619.09,237.38,-5734.38,30278.51
Brebes,3329,2025-10-13 14:56:16,2017,30302.28,510.54,2675.44,5191.53,181.97,1101.35,39963.11
Kota Magelang,3371,2025-10-13 14:56:16,2017,4265.95,95.21,1464.84,3754.54,110.32,-2084.79,7606.07
Kota Surakarta,3372,2025-10-13 14:56:16,2017,20827.42,250.11,4703.11,27798.72,142.55,-12679.57,41042.34
Kota Salatiga,3373,2025-10-13 14:56:16,2017,7365.52,109.91,1113.3,5469.65,86.91,-2762.94,11382.35
Kota Semarang,3374,2025-10-13 14:56:16,2017,69968.83,1117.47,21913.26,115948.77,800.11,-49456.41,160292.03
Kota Pekalongan,3375,2025-10-13 14:56:16,2017,6313,112.8,943.98,3646.15,29.53,-1771.21,9274.26
Kota Tegal,3376,2025-10-13 14:56:16,2017,6934.8,103.67,1286.38,6091.19,55.09,-1474.38,12996.75
Kulon Progo,3401,2025-10-13 14:56:16,2017,6504.29,329.78,1579.71,3085.33,52.92,-2491.57,9060.47
Bantul,3402,2025-10-13 14:56:16,2017,17412.8,759.15,3106.12,5865.28,190.5,-4722.15,22611.71
Gunung Kidul,3403,2025-10-13 14:56:16,2017,11578.17,206.61,2686.38,4439.01,180.41,-2890.74,16199.84
Sleman,3404,2025-10-13 14:56:16,2017,27008.39,817.67,5840.45,15140.68,588.89,-9348.21,40047.86
Kota Yogyakarta,3471,2025-10-13 14:56:16,2017,18842.26,1642.52,6412.74,8580.99,357.69,-4527.16,31309.05
Pacitan,3501,2025-10-13 14:56:16,2017,10713.2,283.65,1444.44,5755.43,28.45,-4449.84,13775.32
Ponorogo,3502,2025-10-13 14:56:16,2017,12569.84,406.48,1992.98,4972.33,10.79,-2262,17690.42
Trenggalek,3503,2025-10-13 14:56:16,2017,11311.81,653.68,1777.87,3152.98,16.71,-831.39,16081.65
Tulungagung,3504,2025-10-13 14:56:16,2017,22777.82,530.17,2503.98,9501.46,33.94,-1707.19,33640.18
Blitar,3505,2025-10-13 14:56:16,2017,21458.02,655.4,2560.12,8944.74,25.98,-2069.91,31574.36
Kediri,3506,2025-10-13 14:56:16,2017,25919.29,842.94,2661.11,11718.75,268.11,-5620.67,35789.54
Malang,3507,2025-10-13 14:56:16,2017,56299.88,2142.63,3812.59,28857.44,104.41,-2237.77,88979.17
