KabKota,ID,Timestamp,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Demak,3321,2025-10-13 14:56:16,2019,19958,448.02,2220.63,6834.07,249.73,-3526.15,26184.29
Semarang,3322,2025-10-13 14:56:16,2019,28742.51,535.17,3416.8,21302.62,495.44,-4872.17,49620.38
Temanggung,3323,2025-10-13 14:56:16,2019,15585.59,394.88,1657.38,3686.82,836.77,-512.45,21648.99
Kendal,3324,2025-10-13 14:56:16,2019,25191.56,429.72,2172.54,12646.18,406.58,1704.12,42550.71
Batang,3325,2025-10-13 14:56:16,2019,15465.99,366.51,1543.96,8625.32,-476.47,-3939.58,21585.72
Pekalongan,3326,2025-10-13 14:56:16,2019,17322.22,393.33,1877.49,5621.64,391.11,-2748.73,22857.06
Pemalang,3327,2025-10-13 14:56:16,2019,20988.03,473.97,2225.83,3579.14,203.97,-1987.33,25483.6
Tegal,3328,2025-10-13 14:56:16,2019,29326.84,527.47,2459.35,9014.59,286.38,-6396.65,35217.97
Brebes,3329,2025-10-13 14:56:16,2019,35354.22,626.97,2847.23,6531.55,105.11,713.56,46178.66
Kota Magelang,3371,2025-10-13 14:56:16,2019,4941.3,117.66,1595.21,4568.88,94.01,-2510.78,8806.29
Kota Surakarta,3372,2025-10-13 14:56:16,2019,24210.99,312.57,5090.82,33871.41,292.01,-15778.1,47999.71
Kota Salatiga,3373,2025-10-13 14:56:16,2019,8554.92,137.4,1258.4,6770.53,104.19,-3514.48,13310.96
Kota Semarang,3374,2025-10-13 14:56:16,2019,82635.07,1451.05,24408.32,134265.59,1200.25,-52608.24,191352.04
Kota Pekalongan,3375,2025-10-13 14:56:16,2019,7246.06,140.02,1048.18,4328.02,25.88,-1914.18,10873.98
Kota Tegal,3376,2025-10-13 14:56:16,2019,7969.09,129.72,1388.09,7235.36,60.86,-1498.42,15284.71
Kulon Progo,3401,2025-10-13 14:56:16,2019,7384.44,408.47,1795.18,7578.2,48.88,-5219.4,11995.77
Bantul,3402,2025-10-13 14:56:16,2019,19870.43,936.82,3548.8,7227.69,197.4,-5470.17,26310.97
Gunung Kidul,3403,2025-10-13 14:56:16,2019,13159.58,254.09,3066.86,5562.74,196.71,-3395.25,18844.74
Sleman,3404,2025-10-13 14:56:16,2019,30698.04,1002.96,6680.66,19053.16,686.21,-10653.05,47467.98
Kota Yogyakarta,3471,2025-10-13 14:56:16,2019,21265.1,1996.24,7311.45,10083.97,386.23,-4550.36,36492.64
Pacitan,3501,2025-10-13 14:56:16,2019,12172.46,343.05,1666.63,6919.48,30.1,-5169.81,15961.91
Ponorogo,3502,2025-10-13 14:56:16,2019,14612.76,485.28,2338.22,5850.06,12.04,-2814.62,20483.75
Trenggalek,3503,2025-10-13 14:56:16,2019,13285.97,756.93,2122.61,3704.38,19.04,-1335.75,18553.19
Tulungagung,3504,2025-10-13 14:56:16,2019,26543.11,646.2,2977.22,11329.58,38.67,-2319.28,39215.49
Blitar,3505,2025-10-13 14:56:16,2019,24748.25,768.96,3029.69,10516.2,29.35,-2645.31,36447.14
Kediri,3506,2025-10-13 14:56:16,2019,30111.11,986.34,3259.82,13832.24,302.64,-7308.45,41183.68
Malang,3507,2025-10-13 14:56:16,2019,65885.41,2592.85,4442.09,34314.21,122.11,-3612.56,103744.11
Lumajang,3508,2025-10-13 14:56:16,2019,21788.79,370.25,2094.18,7200.08,1151.53,16.12,32620.95
Jember,3509,2025-10-13 14:56:16,2019,52267.38,1410.75,4104.02,14439.08,2221.95,2782.52,77225.71
Banyuwangi,3510,2025-10-13 14:56:16,2019,53943.42,1338.12,6280.06,27580.34,600.45,-6146.66,83595.73
Bondowoso,3511,2025-10-13 14:56:16,2019,14323.31,371.55,2068.08,5504.77,211.21,-2624.87,19854.05
Situbondo,3512,2025-10-13 14:56:16,2019,14175.25,265.37,2188.97,4806.76,107.23,-1333.44,20210.14
Probolinggo,3513,2025-10-13 14:56:16,2019,23080.39,325.74,2278.18,9834.85,121.76,-1627.26,34013.66
Pasuruan,3514,2025-10-13 14:56:16,2019,88825.92,999.45,3092.25,50612.2,1243.38,1102.59,145875.79
Sidoarjo,3515,2025-10-13 14:56:16,2019,114931.97,2335.11,16244.74,61924.34,1535.1,7230.36,204201.62
Mojokerto,3516,2025-10-13 14:56:16,2019,45902.74,981.87,2329.93,24233.95,1348.09,7591.32,82387.91
Jombang,3517,2025-10-13 14:56:16,2019,29660.87,1049.09,3125.19,13244.36,672.77,-7299.8,40452.48
Nganjuk,3518,2025-10-13 14:56:16,2019,18771.71,394.29,2531.09,7883.63,668.52,-3598.12,26651.12
Madiun,3519,2025-10-13 14:56:16,2019,13596.3,393.39,1891.27,6910.75,283.88,-4144.03,18931.55
Magetan,3520,2025-10-13 14:56:16,2019,13572.04,228.94,2095.75,4405.33,80.21,-1532.04,18850.23
Ngawi,3521,2025-10-13 14:56:16,2019,14617.21,229.37,2249.35,4808.57,51.68,-1523.53,20432.65
Bojonegoro,3522,2025-10-13 14:56:16,2019,30806.96,260.73,2684.9,15938.15,228.04,28127.55,78046.33
Tuban,3523,2025-10-13 14:56:16,2019,35740.37,521.42,2880.53,24915.17,303.42,631.84,64992.76
Lamongan,3524,2025-10-13 14:56:16,2019,28655.2,944.18,2929.04,13014.6,172.87,-5990.4,39725.48
Gresik,3525,2025-10-13 14:56:16,2019,81087.65,947.1,3644.49,33971.79,4785.5,14457.09,138893.6
Bangkalan,3526,2025-10-13 14:56:16,2019,16702.31,263.54,2165.84,8045.99,431.11,-2944.6,24664.21
Sampang,3527,2025-10-13 14:56:16,2019,13690.22,337.16,2075.07,5844.16,5.48,-2163.36,19788.73
Pamekasan,3528,2025-10-13 14:56:16,2019,12155.74,254.28,2277.12,5481.37,112.18,-3252.19,17028.5
Sumenep,3529,2025-10-13 14:56:16,2019,23098.77,305.13,2718.34,8538.97,6.82,-1369.4,33298.64
Kota Kediri,3571,2025-10-13 14:56:16,2019,22263.86,267.16,1824.58,23033.56,3330.33,88525.38,139244.87
Kota Blitar,3572,2025-10-13 14:56:16,2019,4610.13,76.08,1672.28,1412.28,2.55,-981.71,6791.62
Kota Malang,3573,2025-10-13 14:56:16,2019,51657.04,364.66,2489.89,25587.89,794.57,-8129.84,72764.21
Kota Probolinggo,3574,2025-10-13 14:56:16,2019,8242.67,203.2,1317.22,2236.57,29.25,-679.73,11349.18
Kota Pasuruan,3575,2025-10-13 14:56:16,2019,5732.49,204.06,1119.19,1773.22,2.65,-543.78,8287.82
Kota Mojokerto,3576,2025-10-13 14:56:16,2019,4721.12,59.55,1166.74,2421.75,0.68,-1568.15,6801.7
Kota Madiun,3577,2025-10-13 14:56:16,2019,10064.01,157.9,1287.03,2926.83,371.6,-700.04,14107.34
Kota Surabaya,3578,2025-10-13 14:56:16,2019,345804.9,4840.91,27118.22,168579.07,7933.63,26211.8,580488.53
Kota Batu,3579,2025-10-13 14:56:16,2019,10580.16,368.03,1379.98,5401.97,0.76,-805.91,16924.99
Pandeglang,3601,2025-10-13 14:56:16,2019,18667.18,512.25,2394.04,2092.08,0.39,4265.18,27931.12
Lebak,3602,2025-10-13 14:56:16,2019,20534.46,538.02,2359.83,1672.6,0.02,3620.36,28725.28
Tangerang,3603,2025-10-13 14:56:16,2019,72998.71,710.43,5031.64,35233.02,4.35,26111.14,140089.29
Serang,3604,2025-10-13 14:56:16,2019,42974.38,515.49,2379.89,28993.94,0.65,2042.04,76906.4
Kota Tangerang,3671,2025-10-13 14:56:16,2019,91238.52,432.22,3619.65,53478.57,6.39,22957.1,171732.45
Kota Cilegon,3672,2025-10-13 14:56:16,2019,20958.77,59.9,1659.66,44513.83,28.16,36710.74,103931.06
Kota Serang,3673,2025-10-13 14:56:16,2019,21862.34,112.48,10724.93,11431.58,1.18,-12529.93,31602.58
Kota Tangerang Selatan,3674,2025-10-13 14:56:16,2019,59941.44,175.83,1437.29,37549.6,44.78,-16379.46,82769.48
Jembrana,5101,2025-10-13 14:56:16,2019,7239.68,227.4,1691.04,3568.85,57.68,1352.05,14136.7
Tabanan,5102,2025-10-13 14:56:16,2019,12671.62,357.52,2514.22,4795.55,31.02,3426,23795.93
Badung,5103,2025-10-13 14:56:16,2019,24356.43,327.84,4364.59,22461.08,185.77,11140.4,62836.11
Gianyar,5104,2025-10-13 14:56:16,2019,14247.21,268.73,2220.43,9953.12,51.24,1779.54,28520.28
Klungkung,5105,2025-10-13 14:56:16,2019,4786.62,135,1442.3,2803.39,23.84,-91.65,9099.5
Bangli,5106,2025-10-13 14:56:16,2019,4127.33,115.55,1212.78,2540.44,22.34,-1024.79,6993.64
Karangasem,5107,2025-10-13 14:56:16,2019,9527.14,315.65,1674.32,2458.53,41.76,3069.47,17086.88
Buleleng,5108,2025-10-13 14:56:16,2019,17680.74,623.68,3491.35,8297.54,54.71,5214.29,35362.32
Kota Denpasar,5171,2025-10-13 14:56:16,2019,25855.85,814.21,7864.04,19017.84,129.73,1774.38,55456.04
Lombok Barat,5201,2025-10-13 14:56:16,2019,11248.74,304.92,2255.66,6039.79,59.86,-4456.89,15452.08
Lombok Tengah,5202,2025-10-13 14:56:16,2019,12505.64,211.15,2348.13,8135.04,50.81,-5403.48,17847.3
Lombok Timur,5203,2025-10-13 14:56:16,2019,15182.45,636.89,3070.57,7584.44,74.2,-6236.4,20312.14
Sumbawa,5204,2025-10-13 14:56:16,2019,10462.27,206.48,1969.4,6119.47,94.11,-4048.45,14803.29
Dompu,5205,2025-10-13 14:56:16,2019,4876.07,107.56,1706.9,2814.46,29.36,-2369.69,7164.67
Bima,5206,2025-10-13 14:56:16,2019,8014.82,179.44,2197.48,4669.42,47.85,-3478.1,11630.91
Sumbawa Barat,5207,2025-10-13 14:56:16,2019,3524.86,138.03,1360.26,5027.27,386.59,6994.92,17431.94
Lombok Utara,5208,2025-10-13 14:56:16,2019,3644.14,63.73,1288.2,1921.67,14.48,-2069.57,4862.65
Kota Mataram,5271,2025-10-13 14:56:16,2019,11740.01,264.3,2902.99,7588.78,39.24,-3057.94,19477.38
Kota Bima,5272,2025-10-13 14:56:16,2019,2852.75,88.67,1447.81,1633.9,20.67,-1776.34,4267.45
Sumba Barat,5301,2025-10-13 14:56:16,2019,1769.43,76.92,937.05,859.16,52.25,-1360.53,2334.27
Sumba Timur,5302,2025-10-13 14:56:16,2019,3654.08,209.55,1701.2,2592.05,63.38,-1964.08,6256.18
Kupang,5303,2025-10-13 14:56:16,2019,3963.27,223.8,1908.44,2958.23,3.59,-1455.21,7602.12
Timor Tengah Selatan,5304,2025-10-13 14:56:16,2019,5612.92,156.32,1629.94,2758.62,77.24,-2315.4,7919.63
Timor Tengah Utara,5305,2025-10-13 14:56:16,2019,3141.19,157.09,985.2,2043.73,66.58,-2304.88,4088.9
Belu,5306,2025-10-13 14:56:16,2019,3100.71,90.01,1242.71,1894.04,92.61,-1937.83,4482.25
Alor,5307,2025-10-13 14:56:16,2019,2283.97,95.62,1441.92,1419.38,26.85,-2212.7,3055.04
Lembata,5308,2025-10-13 14:56:16,2019,1405.63,61.47,951.28,544.43,9.29,-1115.3,1856.81
Flores Timur,5309,2025-10-13 14:56:16,2019,4068.71,197.04,1540.6,1451.47,17.17,-2028.93,5246.07
Sikka,5310,2025-10-13 14:56:16,2019,4059.22,167.15,1357.63,2370,28.98,-2860.99,5121.99
Ende,5311,2025-10-13 14:56:16,2019,4254.63,167.29,1495.22,3376.53,53.66,-3242.14,6105.19
Ngada,5312,2025-10-13 14:56:16,2019,2183.66,106.91,934.72,951.85,123.37,-827.49,3473.02
Manggarai,5313,2025-10-13 14:56:16,2019,3111.16,179.02,1425.4,2163.25,50.59,-2252.31,4677.11
Rote Ndao,5314,2025-10-13 14:56:16,2019,1920.37,114.16,986.74,1061.1,48.73,-997.12,3133.98
Manggarai Barat,5315,2025-10-13 14:56:16,2019,3192.34,57.11,1043.79,2131.84,26.6,-2985.31,3466.38
Sumba Tengah,5316,2025-10-13 14:56:16,2019,902.21,44.15,665.9,521.1,20.49,-977.21,1176.63
Sumba Barat Daya,5317,2025-10-13 14:56:16,2019,2826.92,149.57,1061.56,1137.23,18.94,-1439.53,3754.7
Nagekeo,5318,2025-10-13 14:56:16,2019,1724.72,163.58,1157.68,758.23,30.82,-1593.67,2241.37
Manggarai Timur,5319,2025-10-13 14:56:16,2019,2458,46.46,1098.08,1253.63,22.3,-1665.53,3212.95
Sabu Raijua,5320,2025-10-13 14:56:16,2019,828.67,42.57,463.34,584.6,0,-502.45,1416.73
Malaka,5321,2025-10-13 14:56:16,2019,2273.21,67.19,1054.61,1572.46,31.02,-2218.35,2780.15
Kota Kupang,5371,2025-10-13 14:56:16,2019,17601.08,975.53,5590.75,17128.37,137.35,-17022.13,24410.95
Sambas,6101,2025-10-13 14:56:16,2019,11129.21,213.75,1898.72,5257.33,223,1807.96,20529.98
Bengkayang,6102,2025-10-13 14:56:16,2019,5051.35,154.91,1205.73,2698.6,37.01,-502.58,8645
Landak,6103,2025-10-13 14:56:16,2019,5967.8,137.83,1596.49,2720.26,494.61,-370.09,10546.9
Mempawah,6104,2025-10-13 14:56:16,2019,4858.78,33.38,1591.72,2143.33,31.27,-360.33,8298.15
Sanggau,6105,2025-10-13 14:56:16,2019,11340.35,227.56,1959.2,7350.93,307.15,-2026.61,19158.57
Ketapang,6106,2025-10-13 14:56:16,2019,12550.12,208.82,2332.46,9701.19,208.84,2487.28,27488.71
Sintang,6107,2025-10-13 14:56:16,2019,7875.78,179.86,1973.27,5235.8,306.52,-889.81,14681.42
Kapuas Hulu,6108,2025-10-13 14:56:16,2019,5739.71,34.55,1813,3189.63,202.22,-773.42,10205.7
Sekadau,6109,2025-10-13 14:56:16,2019,3571.53,79.94,980.51,2034.23,79.6,-313.51,6432.29
Melawi,6110,2025-10-13 14:56:16,2019,3158.79,72.01,1226.54,1502,123.39,-938.98,5143.75
Kayong Utara,6111,2025-10-13 14:56:16,2019,2327.52,59.7,862.05,1228.9,12.15,-357.19,4133.12
Kubu Raya,6112,2025-10-13 14:56:16,2019,14224.68,525.9,1762.38,10607.72,848.93,1135.47,29105.09
Kota Pontianak,6171,2025-10-13 14:56:16,2019,17687.67,399.94,4393.96,12295.41,1175.33,2755.91,38708.22
Kota Singkawang,6172,2025-10-13 14:56:16,2019,5152.51,314.32,1310.9,3777.21,56.56,-383.11,10228.39
Kotawaringin Barat,6201,2025-10-13 14:56:16,2019,7017.01,240.39,1247.51,9748.87,-12.74,1091.06,19332.1
Kotawaringin Timur,6202,2025-10-13 14:56:16,2019,10178.81,258.24,1662.67,10906,116.64,3687.15,26809.51
Kapuas,6203,2025-10-13 14:56:16,2019,7431.82,276.39,1600.65,6638.32,317.55,352.11,16616.84
Barito Selatan,6204,2025-10-13 14:56:16,2019,3056.06,220.31,943.98,3199.29,195.1,-1245.63,6369.13
Barito Utara,6205,2025-10-13 14:56:16,2019,3923.67,192.59,1025.17,4346.29,300.59,12.82,9801.12
Sukamara,6206,2025-10-13 14:56:16,2019,1329.16,66.83,547.75,1745.56,-1.14,505.33,4193.48
Lamandau,6207,2025-10-13 14:56:16,2019,1748.68,41.04,623.87,2412.93,61.21,602.21,5489.94
Seruyan,6208,2025-10-13 14:56:16,2019,3715.76,67.19,752.95,3576.09,-23.6,463.82,8552.21
Katingan,6209,2025-10-13 14:56:16,2019,4240.05,99.34,1337.03,3865.73,25.3,-1343.7,8223.73
Pulang Pisau,6210,2025-10-13 14:56:16,2019,2658.93,53.76,1053.18,2583.58,-10.43,-1041.07,5297.95
Gunung Mas,6211,2025-10-13 14:56:16,2019,3073.44,113.71,842.77,3127.67,343.34,-1763.04,5737.9
Barito Timur,6212,2025-10-13 14:56:16,2019,2839.34,60.99,1028.55,3027.85,241.72,350.05,7548.5
Murung Raya,6213,2025-10-13 14:56:16,2019,3125.87,54.41,1251.98,2973.41,105.93,626.52,8138.13
Kota Palangka Raya,6271,2025-10-13 14:56:16,2019,7507.88,456.05,6055.62,6844.35,282.47,-2815.66,18330.72
Tanah Laut,6301,2025-10-13 14:56:16,2019,6515.07,166.69,1365.33,3145.52,7.29,2702.4,13902.3
Kota Baru,6302,2025-10-13 14:56:16,2019,6792.7,156.87,2031.91,4584.64,37.14,10510.09,24113.35
Banjar,6303,2025-10-13 14:56:16,2019,11306.01,168.04,2296.33,5319.08,6.7,-2470.09,16626.08
Barito Kuala,6304,2025-10-13 14:56:16,2019,5833.55,141.54,1264.71,2620.23,21.63,-1185.33,8696.33
Tapin,6305,2025-10-13 14:56:16,2019,3872.44,141.49,1296.86,1876.87,13.39,1237.18,8438.25
Hulu Sungai Selatan,6306,2025-10-13 14:56:16,2019,4637.28,122.04,1339.24,1943.83,19.41,-1506.32,6555.48
Hulu Sungai Tengah,6307,2025-10-13 14:56:16,2019,5062.68,134.45,1316.21,2154.47,1.9,-1630.32,7039.39
Hulu Sungai Utara,6308,2025-10-13 14:56:16,2019,4282.22,124.83,1204.78,1346.11,0.23,-2017.9,4940.27
Tabalong,6309,2025-10-13 14:56:16,2019,5107.05,130.14,1593.56,2793.78,44.13,8506.75,18175.41
Tanah Bumbu,6310,2025-10-13 14:56:16,2019,6715.22,137.12,1513.79,3367.8,213.88,8088.24,20036.05
Balangan,6311,2025-10-13 14:56:16,2019,2488.04,112.58,1108.12,2464.84,50.92,4803.16,11027.66
Kota Banjarmasin,6371,2025-10-13 14:56:16,2019,20110.15,224.75,3515.26,9532.9,217.81,-588.28,33012.59
Kota Banjar Baru,6372,2025-10-13 14:56:16,2019,4822.37,203.66,2308.04,4082.63,49.27,-1764.86,9701.1
Paser,6401,2025-10-13 14:56:16,2019,6231.56,81.4,1592.22,9702.38,45.3,30373.04,48025.89
Kutai Barat,6402,2025-10-13 14:56:16,2019,4621.9,264.85,2122.05,10633.77,29.01,11463.57,29135.15
Kutai Kartanegara,6403,2025-10-13 14:56:16,2019,19190.53,564.76,4302.02,57344.56,122.34,80581.34,162105.54
Kutai Timur,6404,2025-10-13 14:56:16,2019,8053.55,310.21,2314.69,21746.48,165.56,101283.02,133873.51
Berau,6405,2025-10-13 14:56:16,2019,4813.64,351.69,1482.78,8070.02,15.64,24370.92,39104.69
Penajam Paser Utara,6409,2025-10-13 14:56:16,2019,3811.13,59.19,1093.3,3364.21,25.65,771.47,9124.94
Mahakam Ulu,6411,2025-10-13 14:56:16,2019,658.87,29.2,348.95,779.77,5.18,896.26,2718.23
Kota Balikpapan,6471,2025-10-13 14:56:16,2019,26241.7,558.65,3316.99,41926.29,102.63,32992.3,105138.57
Kota Samarinda,6472,2025-10-13 14:56:16,2019,30386.16,697.65,8660.34,27864.16,225.55,-229.32,67604.54
Kota Bontang,6474,2025-10-13 14:56:16,2019,5827.58,313.94,1014.51,7263.35,26.25,43561.03,58006.66
Malinau,6501,2025-10-13 14:56:16,2019,2379.43,115.51,1539.74,4033.83,75.35,2474.51,10618.38
Bulungan,6502,2025-10-13 14:56:16,2019,3453.88,132.32,2122.2,10146.65,23.25,2465.75,18344.05
Tana Tidung,6503,2025-10-13 14:56:16,2019,471.7,77.8,669.77,2022.29,33.47,2388.52,5663.55
Nunukan,6504,2025-10-13 14:56:16,2019,4067.97,88.35,1267.29,6370.37,31.28,13605.6,25430.86
Kota Tarakan,6571,2025-10-13 14:56:16,2019,5545.42,320.76,1402.47,8552.85,133.84,20311.61,36266.95
Bolaang Mongondow,7101,2025-10-13 14:56:16,2019,3648.69,71.21,1720.7,2280.32,0.24,309.31,8030.47
Minahasa,7102,2025-10-13 14:56:16,2019,7120.63,829.3,1936.28,7622.45,0.12,-389.15,17119.64
Kepulauan Sangihe,7103,2025-10-13 14:56:16,2019,2162.64,65.56,1286.46,1211.15,1.5,-479.42,4247.88
Kepulauan Talaud,7104,2025-10-13 14:56:16,2019,1505.27,42.51,928.8,722.79,0.93,-992.57,2207.73
Minahasa Selatan,7105,2025-10-13 14:56:16,2019,4130.22,316.23,1420.41,3396.34,0.93,-664.48,8599.65
Minahasa Utara,7106,2025-10-13 14:56:16,2019,5579.55,238.24,1360.57,6061.45,0.15,598.71,13838.67
Bolaang Mongondow Utara,7107,2025-10-13 14:56:16,2019,1141.91,37.85,718.6,709.33,0.23,-120.14,2487.77
Siau Tagulandang Biaro,7108,2025-10-13 14:56:16,2019,1429.37,163.21,1020.29,709.67,0.11,-955.91,2366.74
Minahasa Tenggara,7109,2025-10-13 14:56:16,2019,2767.57,154.38,871.27,2380.84,0.07,-1062.06,5112.06
Bolaang Mongondow Selatan,7110,2025-10-13 14:56:16,2019,1027.39,24.11,477.58,546.03,0.02,8.77,2083.91
Bolaang Mongondow Timur,7111,2025-10-13 14:56:16,2019,1372.59,29.83,762.2,599.64,0.15,114.53,2878.95
Kota Manado,7171,2025-10-13 14:56:16,2019,15230.65,549.69,6423.25,12437.58,0.14,2745.43,37386.74
Kota Bitung,7172,2025-10-13 14:56:16,2019,6279.43,214.01,1677.32,4828.51,1.92,3308.32,16309.51
Kota Tomohon,7173,2025-10-13 14:56:16,2019,2284.82,56.73,1007.14,2419.69,0.78,-1479.04,4290.12
Kota Kotamobagu,7174,2025-10-13 14:56:16,2019,2155.67,61.61,990.61,1051.83,0.21,-565.58,3694.34
Banggai Kepulauan,7201,2025-10-13 14:56:16,2019,2487.99,35.13,610.54,1409.28,-8.32,-668.95,3865.67
Banggai,7202,2025-10-13 14:56:16,2019,11122.45,470.07,2873.5,12437.56,-61.76,2686.11,29527.93
Morowali,7203,2025-10-13 14:56:16,2019,4903.69,131.44,773.28,18729.74,-98.04,20909.47,45349.58
Poso,7204,2025-10-13 14:56:16,2019,5636.5,150.05,1713.25,4194.69,-71.32,-2151.32,9471.86
Donggala,7205,2025-10-13 14:56:16,2019,6679.52,168.3,1664.79,4009.23,-25.58,-455.79,12040.47
Toli-Toli,7206,2025-10-13 14:56:16,2019,4657.01,102.17,1316.09,2808.07,-20.49,-410.25,8452.6
Buol,7207,2025-10-13 14:56:16,2019,3352.02,71.51,1079.51,2237.27,-5.24,-1018.39,5716.68
Parigi Moutong,7208,2025-10-13 14:56:16,2019,11086.19,948.74,2122.29,8640.84,-9.73,-4943.35,17844.98
Tojo Una-Una,7209,2025-10-13 14:56:16,2019,3226.2,88.7,1181.62,1452.5,-48.2,-208.97,5691.85
Sigi,7210,2025-10-13 14:56:16,2019,5419.19,229.15,1413.15,3994.52,-15.23,-2061.76,8979.02
Banggai Laut,7211,2025-10-13 14:56:16,2019,1833.46,21.31,333.28,725.3,-3.39,-519.12,2390.83
Morowali Utara,7212,2025-10-13 14:56:16,2019,4846.79,103.65,896.28,2435.39,-38.38,2847.59,11091.33
Kota Palu,7271,2025-10-13 14:56:16,2019,14978.21,905.19,3589.81,9702.71,-60.49,-4082.37,25033.06
Kepulauan Selayar,7301,2025-10-13 14:56:16,2019,3319.36,76.21,1003.89,2769.15,24.74,-749.12,6444.22
Bulukumba,7302,2025-10-13 14:56:16,2019,8933.3,167.77,1792.63,3760.17,17.41,-456.69,14214.59
Bantaeng,7303,2025-10-13 14:56:16,2019,4717.45,176.4,1143.44,4464.59,23.12,-1743.94,8781.04
Jeneponto,7304,2025-10-13 14:56:16,2019,6629.64,254.42,1309.25,3952.82,15.87,-2072.14,10089.86
Takalar,7305,2025-10-13 14:56:16,2019,6211.99,188.64,1319.44,2192.09,89.97,155.2,10157.35
Gowa,7306,2025-10-13 14:56:16,2019,12843.7,425.54,2508.3,6509.23,14.31,-1362.09,20939
Sinjai,7307,2025-10-13 14:56:16,2019,6207.4,158.86,1176.77,4298.03,33.21,-913.65,10960.62
Maros,7308,2025-10-13 14:56:16,2019,11131.28,317.13,1650.26,5066.85,-48.76,4601.21,22717.97
Pangkajene dan Kepulauan,7309,2025-10-13 14:56:16,2019,10596.92,298.06,1340.27,3767.75,76.94,9910.24,25990.18
Barru,7310,2025-10-13 14:56:16,2019,4407.96,51.92,1055.35,3351.95,10.29,-1606.24,7271.22
Bone,7311,2025-10-13 14:56:16,2019,20010.2,439.06,3794.31,11895.77,-111.12,6.63,36034.84
Soppeng,7312,2025-10-13 14:56:16,2019,5833.25,154.42,1101.01,4393.25,17.65,-561.3,10938.27
Wajo,7313,2025-10-13 14:56:16,2019,12470.9,286.79,1531.91,6066.79,-22.67,-494.91,19838.81
Sidenreng Rappang,7314,2025-10-13 14:56:16,2019,7882.29,265.36,1435.02,5480.22,-25.18,-1143.99,13893.72
Pinrang,7315,2025-10-13 14:56:16,2019,11043.7,187.19,1559.35,6971.09,390.92,-521.94,19630.32
Enrekang,7316,2025-10-13 14:56:16,2019,4583.59,103.61,1286.68,2813.4,34.59,-1523.62,7298.24
Luwu,7317,2025-10-13 14:56:16,2019,9261.25,185.05,1415.4,5795.42,55.13,-1054.57,15657.67
Tana Toraja,7318,2025-10-13 14:56:16,2019,4405.09,136.11,1195.07,2539.12,-2.56,-793.06,7479.77
Luwu Utara,7322,2025-10-13 14:56:16,2019,7513.66,155.86,1425.62,4124.71,22.94,-195.46,13047.33
Luwu Timur,7325,2025-10-13 14:56:16,2019,8894.65,241.5,1125.94,5987.97,-68.94,4813.1,20994.22
Toraja Utara,7326,2025-10-13 14:56:16,2019,5586.82,261.79,1385.09,3619.4,130.66,-1387.42,9596.35
Kota Makasar,7371,2025-10-13 14:56:16,2019,91405.36,3296.66,15669.46,85679.31,-408.35,-17212.38,178430.06
Kota Parepare,7372,2025-10-13 14:56:16,2019,3923.66,46.36,981.21,3067.97,3.8,-792.6,7230.4
Kota Palopo,7373,2025-10-13 14:56:16,2019,4453.72,131.52,1163.62,3184.58,3.18,-994.13,7942.48
Buton,7401,2025-10-13 14:56:16,2019,2130.44,52.39,612.53,1422.28,0.92,-380.03,3838.52
Muna,7402,2025-10-13 14:56:16,2019,4414.03,70.69,1329.05,2449.82,95.96,-1430.93,6928.62
Konawe,7403,2025-10-13 14:56:16,2019,5568.44,113.68,1532.49,3148.49,1.99,-850.73,9514.36
Kolaka,7404,2025-10-13 14:56:16,2019,6386.97,160.68,1076.57,12289.83,2.69,5974.67,25891.41
Konawe Selatan,7405,2025-10-13 14:56:16,2019,6577.36,184.48,1405.84,4172.15,15.11,-249.89,12105.05
Bombana,7406,2025-10-13 14:56:16,2019,3322.98,84.04,752.64,1996.72,49.85,179.2,6385.42
Wakatobi,7407,2025-10-13 14:56:16,2019,2093.72,71.01,998,1265.82,-1.61,-71.08,4355.85
Kolaka Utara,7408,2025-10-13 14:56:16,2019,3969.87,74.37,757.85,3359.47,8.8,503.86,8674.22
Buton Utara,7409,2025-10-13 14:56:16,2019,1359.93,25.9,612.31,1210.52,6.39,-84.14,3130.9
Konawe Utara,7410,2025-10-13 14:56:16,2019,1393.59,54.56,541.61,1047.7,28.17,860.4,3926.03
Kolaka Timur,7411,2025-10-13 14:56:16,2019,2864.59,37.45,448.24,1669.47,31.01,-623.62,4427.15
Konawe Kepulauan,7412,2025-10-13 14:56:16,2019,730.83,16.41,464.43,451.67,8.87,-287.81,1384.4
Muna Barat,7413,2025-10-13 14:56:16,2019,2238.58,32.8,425.04,1192.02,20.88,-1320.31,2589.01
Buton Tengah,7414,2025-10-13 14:56:16,2019,1444.87,28.74,335.52,951.45,0.91,-424.24,2337.24
Buton Selatan,7415,2025-10-13 14:56:16,2019,1671.71,35.02,394.15,1117.04,1.18,-314.07,2905.03
Kota Kendari,7471,2025-10-13 14:56:16,2019,12284.75,217.43,5853.57,9318.54,-498.55,-5022.23,22153.51
Kota Baubau,7472,2025-10-13 14:56:16,2019,5239.62,104.76,1359.47,4118.44,174.6,-1959.05,9037.83
