KabKota,SImdasi ID,Timestamp,Tahun,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Lampung Utara,1806000,2020-03-03 9:42:36,2019,8510.39,851.37,3299.15,16.87,14.08,1941.28,3171.59,1346.56,311.18,1073.93,443.53,631.33,25.3,858.66,872.6,225.25,187.17,23780.22
Way Kanan,1807000,2020-03-03 9:42:36,2019,4857.84,640.03,3287.33,12.37,7.77,1172.85,1379.02,381.21,132.35,548.83,135.72,315.25,7.11,464.38,424.84,134.86,79.43,13981.19
Tulangbawang,1808000,2020-03-03 9:42:36,2019,8643.5,246.15,5667.78,24.75,10.92,2086.3,2419.54,864.81,325.3,769.77,266.24,471.43,10.46,636.93,433.12,93.57,93.03,23063.59
Pesawaran,1809000,2020-03-03 9:42:36,2019,6669.87,201.83,2335.74,8.1,9.71,1688.65,2277.83,457.01,232.65,537.87,66.35,350.49,9.57,599.1,530.01,101.92,131.49,16208.21
Pringsewu,1810000,2020-03-03 9:42:36,2019,2728,11.89,1742.5,7.3,5.97,1353.15,1599.9,512.28,299.95,622.51,435.49,442.35,27.57,465.7,605.78,160.75,135.85,11156.95
Mesuji,1811000,2020-03-03 9:42:36,2019,4185.77,62.94,2678.49,11.1,2.8,859.76,1174.74,187.12,107.77,216.73,36.21,257.51,1.8,297.73,239.55,47.23,41.96,10409.23
Tulang Bawang Barat,1812000,2020-03-03 9:42:36,2019,3899.85,56.74,3445.37,4.32,10.36,1001.68,1214.07,96.98,108.4,588.85,60.72,231,7.67,333.09,282.18,49.95,54.08,11445.3
Pesisir Barat,1813000,2020-03-03 9:42:36,2019,2272.17,264.47,210.49,0.75,2.19,328.72,607.25,46.88,95.32,105.02,65.06,172.73,6.94,239.5,169.79,50.37,49.71,4687.39
Kota Bandar Lampung,1871000,2020-03-03 9:42:36,2019,2180.13,1976.42,12594.05,65.47,158.99,6482.85,8547.72,8016.24,1714.61,3491.19,2943.19,3533.27,211.44,3262.63,1893.3,1101.78,1030.68,59203.98
Kota Metro,1872000,2020-03-03 9:42:36,2019,337.42,,1080.49,8.42,3.43,401.19,1095.96,514.64,173.15,491.48,450.43,399.56,44.89,457.36,367.89,343.12,151.46,6320.91
Bangka,1901000,2020-03-03 9:42:36,2019,2690.08,1347.49,2955.32,34.15,3.17,1470.46,1935.24,350.57,399.73,303.32,398.5,498.79,38.14,747.04,327.04,146.61,119.79,13765.43
Belitung,1902000,2020-03-03 9:42:36,2019,2464.9,650.44,1124.62,17.54,2.83,1315.34,1107.31,689.59,377.58,289.15,232.85,317.4,35.85,745.73,210.58,185.85,89.22,9856.8
Bangka Barat,1903000,2020-03-03 9:42:36,2019,1605.94,1176.26,6456.63,9.59,1.03,1062.66,1990.96,139.7,177.84,51.69,63.67,295.08,20.96,669.57,269.78,119.86,46,14157.2
Bangka Tengah,1904000,2020-03-03 9:42:36,2019,1247.18,1240.41,482.62,6.38,0.67,1036.41,1500.88,1026.24,324.6,174.12,60.99,267.9,24.63,699.25,300.61,131.76,42.24,8566.9
Bangka Selatan,1905000,2020-03-03 9:42:36,2019,3099.6,1772.63,393.1,6.65,1.66,809.54,1019.75,77.08,203.53,54.64,46.24,319.26,14.12,524.1,229.05,57.24,36.22,8664.39
Belitung Timur,1906000,2020-03-03 9:42:36,2019,1858.69,1158.76,1531.06,6.49,1.67,659.36,901.4,167.95,191.76,90.93,37.44,236.25,24.37,468.96,214.78,116.43,47.47,7713.77
Kota Pangkal Pinang,1971000,2020-03-03 9:42:36,2019,682.41,,1823.16,14.24,4.34,1655.65,3668.29,894.26,530.07,473.54,669.9,743.19,72.6,1029.52,807.02,280.17,300.6,13648.93
Karimun,2101000,2020-03-03 9:42:36,2019,2084.4,1417.54,1779.94,35.33,5.02,2414.19,2526.5,550.43,266.3,363.33,229.9,384.91,2.17,606.24,482.12,208.85,187,13544.17
Bintan,2102000,2020-03-03 9:42:36,2019,1316.94,1240.98,8331.31,25.05,12.2,4652.21,1967.03,486.05,1244.82,245.97,340.64,229.94,0.17,582.19,389.73,202.2,35.58,21303.01
Natuna,2103000,2020-03-03 9:42:36,2019,2512.63,15500.97,161.71,17.11,1.12,1749.05,746.27,163.1,106.43,137.67,30.11,137.44,0.05,409.84,41.62,66.33,14.04,21795.5
Lingga,2104000,2020-03-03 9:42:36,2019,940.93,191.34,30.8,11.45,1.15,913.23,926.69,86.95,89.76,134.06,36.14,105.66,0.04,330.86,314.25,129.71,31.24,4274.27
Kepulauan Anambas,2105000,2020-03-03 9:42:36,2019,884.98,14468.34,21.71,9.58,0.39,961.01,428.46,32.9,18.79,71.98,21.47,100.64,0.03,338.2,33.59,36.53,11.17,17439.77
Kota Batam,2171000,2020-03-03 9:42:36,2019,1623.07,90.04,89033.27,2546.18,265.3,34277.77,11034.23,4486.07,4029.88,3951.89,5820.53,2055.83,6.46,1852.52,1614.49,1115.64,686.93,164490.12
Kota Tanjung Pinang,2172000,2020-03-03 9:42:36,2019,140.3,3.66,1283.52,39.32,13.72,5799.61,5752.4,1214.89,317.48,567.76,671.64,624.5,3.08,2110.74,872.6,493.47,259.3,20167.98
Kep. Seribu,3101000,2020-03-03 9:42:36,2019,388.73,6165.31,243.62,2.06,2.16,145.94,305.87,21.49,213.69,39.44,17.42,14.59,27.17,102.27,45.58,96.35,94.55,7926.26
Kota Jakarta Selatan,3171000,2020-03-03 9:42:36,2019,385.85,,9054.14,857.01,159.33,76062.03,104311.33,13308.87,27822.63,72248.4,86225.19,48139.33,75567.67,49102.63,27546.62,12795.53,38877.69,642464.23
Kota Jakarta Timur,3172000,2020-03-03 9:42:36,2019,393.67,,134549.91,3496.78,246.7,53325.88,82346.67,31444.57,22321.1,23369.22,7904.73,23798.71,27864.59,19922.53,34233.79,8519.46,14761.18,488499.49
Kota Jakarta Pusat,3173000,2020-03-03 9:42:37,2019,48.32,,6610.68,2717.11,88.97,62245.89,115718.55,14090.64,38619.4,50526.01,160827.52,39745.78,68539.69,65261.03,37457.42,11496.94,25844.16,699838.12
Kota Jakarta Barat,3174000,2020-03-03 9:42:37,2019,359.46,,27295.06,1416.63,192.21,68339.6,91109.01,23256.08,25455.16,75466.59,32844.63,31021.76,33989.59,8167.55,25743.59,9223.72,16578.17,470458.82
Kota Jakarta Utara,3175000,2020-03-03 9:42:37,2019,646.29,,171395.07,1668.67,264.92,76383.94,92418.92,22845.08,22553.75,9707.33,8328.19,27278.41,35736.61,9772.71,18322.47,6930.8,18125.68,522378.82
Bogor,3201000,2020-03-03 9:42:37,2019,12463.2,4780.41,128161.97,363.47,295.6,24623.56,29181.46,9172.22,6485.27,4116.63,1306.08,1961.85,476.21,3603.64,4816.52,1212.83,4206.17,237227.08
Sukabumi,3202000,2020-03-03 9:42:37,2019,15168.42,3540.14,10829.22,73.36,22.25,8230.93,12101.62,4884.01,1649.36,1591.68,472.9,1076.52,208.56,2140.55,3489.52,737.22,1206.87,67423.12
Cianjur,3203000,2020-03-03 9:42:37,2019,15107.97,98.67,3275.49,42.57,17.47,3852.94,7896.13,4583.22,2934.93,1372.31,1064.31,893.17,326.52,1151.67,2107.37,383.25,1849.86,46957.85
Bandung,3204000,2020-03-03 9:42:37,2019,9548.09,2483.83,66451.88,136.36,42.75,7640.1,15282.32,4465.22,3036.55,1904.34,817.11,1461.97,559.74,2595.58,3877.79,1059.89,2622.22,123985.75
Garut,3205000,2020-03-03 9:42:37,2019,21478.9,783.47,4698.73,35.77,31.8,3631.72,11393.93,2219.37,2177.2,1172.81,1749.5,974.01,311.95,1900.75,2999.65,421.06,1893.97,57874.57
Tasikmalaya,3206000,2020-03-03 9:42:37,2019,13984.36,79.7,2869.72,24.49,7.74,3052.21,7218.95,1570.65,515.78,1246.18,1124.57,486.63,183.89,1553.67,2501.1,247.49,643.12,37310.23
Ciamis,3207000,2020-03-03 9:42:37,2019,7412.34,50.01,2351.62,25.2,13.33,2903.98,6608.82,4008.47,1390,1039.41,1050.53,1003.79,322.39,841.91,1627.63,293.05,593.62,31536.1
Kuningan,3208000,2020-03-03 9:42:37,2019,6113.44,303.55,561.95,22.89,23.88,2237.71,3578.48,3574.37,466.02,880.41,1392.98,646.47,113.55,962.35,2986.53,404.72,823.84,25093.15
Cirebon,3209000,2020-03-03 9:42:37,2019,7592.36,520.61,10072.01,101.55,46.93,5632.73,7578.65,4163.19,1711.14,1122.9,1865.09,1130.75,444.92,1502.24,2847.31,998.6,1804.83,49135.81
Majalengka,3210000,2020-03-03 9:42:37,2019,7124.06,434.04,6387.83,24.99,19.51,3952.98,4776.64,1204.61,949.37,875.93,844.74,351.19,105.36,1066.5,2084.96,312.27,825.25,31340.23
Sumedang,3211000,2020-03-03 9:42:37,2019,6751.35,28.2,7083.55,138.13,8.31,3690.21,5534.04,1778.71,1629.46,1108.81,1615.03,569.13,29.77,2109.27,2317.5,402.98,645.18,35439.63
Indramayu,3212000,2020-03-03 9:42:37,2019,16170.26,5276.78,33464.43,47.55,84.61,5161.53,8986.53,2510.74,1583.63,550.05,1062.51,428.17,231.09,1974.42,2024.67,446.41,386.45,80389.86
Subang,3213000,2020-03-03 9:42:37,2019,12081.5,3463.89,5257.64,27.72,38.77,3383.21,5760.94,1576.83,1471.36,1106.5,1854.41,412,19.9,1603.87,1494.02,313.92,924.21,40790.68
Purwakarta,3214000,2020-03-03 9:42:37,2019,4582.19,43.44,38714.75,450.52,21.73,5166.05,8122.54,1687.67,762.19,968.79,1675.07,867.31,327.99,903.63,1521.95,333.17,1560.51,67709.51
Karawang,3215000,2020-03-03 9:42:37,2019,9141.25,2789.05,162596.95,2057.13,170.93,10056.92,23177.85,4484.23,2479.88,2145.74,2760.36,515.56,94.94,2293.61,2682.03,706.47,2048.43,230201.34
Bekasi,3216000,2020-03-03 9:42:37,2019,3915.54,1506.86,253505.87,2832.45,98.63,22055.95,18401.23,4122.04,1816.31,3215.88,3696.06,1461.85,497.31,2510.23,3433.37,782.59,2231.48,326083.64
Bandung Barat,3217000,2020-03-03 9:42:37,2019,6362.86,476.9,18816.07,390.49,17.78,3613.7,6404.98,2503.97,2436.39,786.49,414.2,853.13,212.59,1365.49,1742.81,259.85,522.36,47180.08
Pangandaran,3218000,2020-03-03 9:42:37,2019,3050.5,62.34,542.22,7.96,1.67,1004.7,2281.84,1318.35,1060.12,169.64,208.23,298.43,124.32,316.3,658.67,25.67,180.73,11311.69
Kota Bogor,3271000,2020-03-03 9:42:37,2019,305.49,,8370.6,1925.05,50.77,5615.54,9388.98,5985.71,2199.47,2157.43,3346.22,1010.81,1046.28,1239.62,1435.96,641.41,1478.41,46197.76
Kota Sukabumi,3272000,2020-03-03 9:42:37,2019,425.25,,632.11,26.35,15.42,873.22,4788.21,1333.18,374.58,462.93,1355.81,141.61,221.78,603.58,509.04,225.47,399.14,12387.69
Kota Bandung,3273000,2020-03-03 9:42:37,2019,300.04,,53848.45,263.76,494.4,26123.04,76468.58,31237.79,14253.88,29167.72,17230.02,3185.91,2537.19,7750.7,10846.33,3292.95,11460.1,288460.88
Kota Cirebon,3274000,2020-03-03 9:42:37,2019,78.42,,2367.7,143.7,69,2342.53,7387.75,2717.15,1263.07,1104.66,2651.87,217.44,219.13,923.4,902.92,541.44,561.61,23491.8
Kota Bekasi,3275000,2020-03-03 9:42:37,2019,550.29,,32652.19,1590.98,92.74,11769.56,22108.92,9888.3,3989.74,2031.09,2992.99,1548.9,476.17,1805.39,2518.82,1149.42,2942.19,98107.7
Kota Depok,3276000,2020-03-03 9:42:37,2019,952.27,,20337.43,198.93,54.13,14800.78,15707,3039.07,2906.66,1261.64,2827.34,1150.29,144.12,1921.69,2195.2,783.4,2684.09,70964.04
Kota Cimahi,3277000,2020-03-03 9:42:37,2019,64.89,,15878.19,100.03,17.98,4045.57,5208.37,1254.19,438.55,1469.88,958.3,281.89,59.82,749.95,1274.08,319.58,518.26,32639.54
Kota Tasikmalaya,3278000,2020-03-03 9:42:37,2019,1054.75,1.74,3067.39,2.96,82.83,3474.5,4944.06,2084.41,1150.64,685.16,2245.53,351.66,250.68,897.82,444.86,468.23,543.68,21750.91
Kota Banjar,3279000,2020-03-03 9:42:37,2019,587.62,10.13,443.37,5.02,8.43,455.2,1147.24,224.91,123.17,200.46,159.63,111.15,34.33,405.59,325.36,112.88,25.32,4379.81
Cilacap,3301000,2020-03-03 9:42:37,2019,10202.48,4321.73,69359.34,92.27,42.21,7379.45,7142.68,3571.97,1389.58,2359.35,1240.03,1141.99,247.06,1431.68,2563.01,548.46,1083.8,114117.08
Banyumas,3302000,2020-03-03 9:42:37,2019,6470.1,2983.61,13301.27,49.74,39.37,7123.21,8398.41,1922.95,1795.06,2638.37,1700.08,1176.5,175.03,1609.66,3043.17,541.67,980.66,53948.86
Purbalingga,3303000,2020-03-03 9:42:37,2019,6533.31,1130.71,6786.62,12.58,25.03,1555.1,3174.3,794.54,596.49,464.82,555.51,264.47,50.66,654.74,1538.75,278.88,501.08,24917.59
Banjarnegara,3304000,2020-03-03 9:42:37,2019,6304.27,1269.25,3286.11,6.95,8.19,1558.78,3269.78,802.58,427.8,628.69,618.39,332.04,90.18,735.09,1457.26,293.63,510.47,21599.48
Kebumen,3305000,2020-03-03 9:42:37,2019,5954.1,1362.2,5757.73,18.73,12.06,2028.34,4288.35,1161.12,606.54,623.99,788.3,340.99,106.05,904.3,2907.3,340.27,736.27,27936.66
Purworejo,3306000,2020-03-03 9:42:37,2019,4177.03,145.6,3541.3,14.6,10.32,1696.26,2353.5,979.85,400.11,1018.13,663.55,375.01,61.57,727.06,1727.23,317.05,449.19,18657.37
Wonosobo,3307000,2020-03-03 9:42:37,2019,5475.27,184.2,3346.65,5.97,18.66,1279.56,3223.47,1000.99,612.54,261.85,601.03,289.77,54.1,469.79,1251.25,283.6,448.95,18807.66
Magelang,3308000,2020-03-03 9:42:37,2019,6747.26,1449.94,7138.49,16.4,25.81,3133.13,4455.8,1119.98,1379.38,1230.34,896.65,606.44,91.95,1098.36,2086.41,276.82,744.25,32497.41
Boyolali,3309000,2020-03-03 9:42:37,2019,7070.49,1319.41,9414.8,6.47,14.2,2213.48,4143.39,1798.62,848.03,903.97,734.11,358.4,132.56,794.36,2029.4,330.83,553.45,32665.98
Klaten,3310000,2020-03-03 9:42:37,2019,4176.85,1245.55,14724.44,58.86,16.37,2547.9,6430.02,779.97,1404.2,1419.79,1321.51,509.51,143.27,908.66,2881.2,495.23,703.19,39766.52
Sukoharjo,3311000,2020-03-03 9:42:37,2019,3158.31,155.93,14417.55,40.47,13.23,2542.72,6415.8,1239.87,1394.08,1762.34,1390.95,836.59,159.55,832.98,1678.97,370.89,535.63,36945.88
Wonogiri,3312000,2020-03-03 9:42:37,2019,8299.46,913.74,4894.7,19.96,18.09,2208.36,4754.49,1911.93,702.39,272.1,936.21,213.99,132.79,841.52,2053.53,311.93,559.72,29044.92
Karanganyar,3313000,2020-03-03 9:42:37,2019,4774.41,412.14,17090.63,55.84,24.04,2602.49,4192.54,892.33,1207.96,457.26,1315.87,629.62,147.44,687.21,1665.17,309.74,550.05,37014.75
Sragen,3314000,2020-03-03 9:42:37,2019,5594.58,1029.84,14097.86,50.89,21.13,2527.67,6930.77,880.44,1191.43,494.55,1070.27,332.65,177.01,780.22,1755.24,288.26,613.42,37836.23
Grobogan,3315000,2020-03-03 9:42:37,2019,7518.94,358.19,3632.93,24.11,11.97,1570.39,5549.26,1312.08,1327.74,708.72,1156.28,576.91,77.56,903.53,1465.45,290.24,794.2,27278.52
Blora,3316000,2020-03-03 9:42:37,2019,5621.62,6495.17,2579.23,15.53,8.78,1094.41,4029.49,660.28,867.55,286.05,758.93,316.07,82.22,792,1588.9,230.59,539.12,25965.94
Rembang,3317000,2020-03-03 9:42:37,2019,4731.06,797.94,4374.26,14,7.37,1502.73,2547.88,680.93,593.16,227.85,785.01,165.07,56.1,652.71,1164.78,253.82,389.38,18944.05
Pati,3318000,2020-03-03 9:42:37,2019,10650.54,929.6,11363.77,40.79,21.62,3470.36,6296.7,1215.42,1605.61,1037.26,1067.43,440.55,111.36,1378.52,2091.67,461.17,857.59,43039.95
Kudus,3319000,2020-03-03 9:42:37,2019,2479.7,156.48,88916.63,47.65,20.42,3914.28,6057,1188.88,1326.62,738.04,1912.3,606.72,128.68,835.64,1260.03,362.95,628.4,110580.43
Jepara,3320000,2020-03-03 9:42:37,2019,3949.1,576.74,10471.3,31.28,17.54,2176.43,5066.09,1141.01,1283.55,853.54,647.72,468.32,171.85,677.62,1710.82,306.16,681.15,30230.2
Demak,3321000,2020-03-03 9:42:37,2019,5621.29,130.86,8075.26,23.32,16.48,2264.76,4221.22,700.39,567.89,518.21,673.78,317.28,72.47,881.13,1200.18,199,700.76,26184.29
Semarang,3322000,2020-03-03 9:42:37,2019,5387.92,131.98,19526.33,50.28,30.94,6830.34,5430.59,1014.11,1543.68,1755.92,1719.41,1510.19,279.54,1303.86,2102.13,372.1,631.08,49620.38
Temanggung,3323000,2020-03-03 9:42:37,2019,5057.41,186.8,5889.85,16.16,15.31,1107.96,4464.46,943.7,350.65,320.72,694.55,164.7,85.1,582.67,1075.52,255.95,437.48,21648.99
Kendal,3324000,2020-03-03 9:42:37,2019,8122.14,566.24,17787.79,75.74,26.94,2846.26,5190.11,829.56,1426.36,1368.13,840.12,385.75,136.11,854.26,1187.18,331.05,576.97,42550.71
Batang,3325000,2020-03-03 9:42:37,2019,4395.03,646.53,7436.24,13.76,22.42,1196.36,2848.98,497.7,830.86,579.62,367.42,224.54,88.52,503.88,1345.41,160.51,427.95,21585.72
Pekalongan,3326000,2020-03-03 9:42:37,2019,3767.42,997.95,7102.5,32.82,8.19,1589.76,3086.29,556.44,1212.68,506.4,565.54,303.51,76.02,717.23,1520.66,320.31,493.36,22857.06
Pemalang,3327000,2020-03-03 9:42:37,2019,6482.92,1017.47,5602.87,28.51,16.68,1171.43,3938.04,685.55,1326.14,564.01,778.02,428.95,96.78,784.9,1547.36,279.19,734.77,25483.6
Tegal,3328000,2020-03-03 9:42:37,2019,4494.44,1521.87,12185.48,22.2,11.78,2730.43,5449.56,993.9,1567.01,1046.92,793.39,562.97,154.9,731.14,1888.35,282.37,781.25,35217.97
Brebes,3329000,2020-03-03 9:42:37,2019,16456,1121.28,7728.53,26.89,24.07,2004.72,7701.76,1327.64,2091.59,1653.11,829.22,509.74,140.85,924.8,2243.62,374.69,1020.16,46178.66
Kota Magelang,3371000,2020-03-03 9:42:37,2019,159.01,,1375.35,25.72,10.54,1475.94,1277.41,602.54,534.35,466.69,445.53,275.95,34.34,978.45,699.73,255.76,188.98,8806.29
Kota Surakarta,3372000,2020-03-03 9:42:37,2019,233.43,0.29,4059.99,94.47,68.56,13008.93,10635.52,1241.38,2596.8,5764.43,1805.3,1846.24,414.24,2594.39,2643.71,535.37,456.68,47999.71
Kota Salatiga,3373000,2020-03-03 9:42:37,2019,599.35,5.36,4162.39,24.23,8.67,1918.19,1756.07,400.61,1001.71,428.89,462.86,609.36,175.63,689.7,718.06,214.67,135.22,13310.96
Kota Semarang,3374000,2020-03-03 9:42:37,2019,1554.99,342.42,52552.4,211.56,137.53,51435.48,26068.4,7546.36,6386.73,15015.4,8038.38,5375.79,1407.45,5824.86,5565.05,1579.93,2309.32,191352.04
Kota Pekalongan,3375000,2020-03-03 9:42:37,2019,506.88,,2267.06,16.93,11.41,1592.46,2370.29,696.34,591.92,474.46,666.49,294.46,47.59,486.26,505.32,139.98,206.1,10873.98
Kota Tegal,3376000,2020-03-03 9:42:37,2019,769.61,,2278.86,22.07,7.84,2633.86,4251.51,650.77,893.93,845.33,703.07,306.08,67.16,819.3,612.43,227.4,195.47,15284.71
Kulon Progo,3401000,2020-03-03 9:42:37,2019,1906.26,177.13,1321.33,10.02,13.92,2388.77,1483.24,906.19,413.19,514.09,348.7,362.48,30.25,959.94,612.04,154.74,393.49,11995.77
Bantul,3402000,2020-03-03 9:42:37,2019,3446.27,133.74,3987.6,37.93,20.72,2566.36,2274.03,1276.72,3142.98,1911.08,775.39,1765.92,128.33,1994.44,1823.46,487.35,538.65,26310.97
Gunung Kidul,3403000,2020-03-03 9:42:37,2019,4431.95,222.1,1781.91,17.87,30.79,1953.47,1775.16,946.52,1115.09,1355.48,450.97,697.94,83.86,1771.32,1170.72,378.95,660.66,18844.74
Sleman,3404000,2020-03-03 9:42:37,2019,3401.82,181.38,6215.24,54.69,22,5967.73,3694.96,3341.99,4930.57,3740.3,1575.43,3703.14,797.83,3157.21,4500.27,1115.21,1068.21,47467.98
Kota Yogyakarta,3471000,2020-03-03 9:42:37,2019,53.23,1.17,4800.42,81.77,52.22,2866.83,2734.02,1472.45,5031.19,3747.16,2495.53,3341.98,397.24,3674.87,3365.64,1382.48,994.43,36492.64
Pacitan,3501000,2020-03-03 9:42:37,2019,4309.8,919.87,1089.67,5.01,13.74,2499.21,2841.78,393.84,352.79,879.62,310.85,240.8,45.66,695.66,769.23,149.93,444.46,15961.91
Ponorogo,3502000,2020-03-03 9:42:37,2019,5491.41,457.58,1502.8,17.45,18.34,2036.23,3681.75,383.9,673.68,1445.54,659.63,532.4,97.06,1126.32,1778.4,165.08,416.18,20483.75
Trenggalek,3503000,2020-03-03 9:42:37,2019,5051.03,1146.44,2992.87,6.85,9.85,1406.59,3007.04,294.48,383.46,979.13,491.86,379.55,50.74,838.08,844.61,162.33,508.29,18553.19
Tulungagung,3504000,2020-03-03 9:42:37,2019,7466.61,1419.14,8665.69,14.08,32.12,3792.06,8165.6,902.25,818.58,2128.38,883.23,818.61,150.12,1336.28,1709.64,418.15,494.95,39215.49
Blitar,3505000,2020-03-03 9:42:37,2019,11764.94,1537.12,5059.74,21.67,11.03,3387.27,6772.51,487.62,360.67,1919.6,814.14,687.83,129.8,1236.77,1473.73,281.09,501.6,36447.14
Kediri,3506000,2020-03-03 9:42:37,2019,9412.84,660.06,8653.26,29.05,22.33,3915.01,8338.95,811.23,636.15,2209.49,758.14,842.97,127.92,1584.65,2107.27,329.93,744.43,41183.68
Malang,3507000,2020-03-03 9:42:37,2019,15602.2,1882.29,33323.18,85.34,98.83,13236.99,19926.28,1281.4,3624.59,4148.31,1717.63,1465.17,406.92,1953.32,2425.72,582.14,1983.82,103744.11
Lumajang,3508000,2020-03-03 9:42:37,2019,11209.67,1386.2,6772.35,14.95,16.41,2611.54,4572.27,628.95,434.88,1046.58,560.81,567.94,111.5,1057.57,831.6,242.61,555.13,32620.95
Jember,3509000,2020-03-03 9:42:37,2019,20378.61,3293.83,15805.38,37.55,51.1,6424.98,10965.71,1409.87,1963.24,4971.7,1829.73,1077.34,290.09,2736.78,4511.39,630.02,848.39,77225.71
Banyuwangi,3510000,2020-03-03 9:42:37,2019,24541.48,6211.03,9351.68,35.31,47.21,12005.04,14017.66,2706.1,2425.55,3566.03,1449.97,1268.36,194.92,1822.84,2573.71,302.06,1076.76,83595.73
Bondowoso,3511000,2020-03-03 9:42:37,2019,5792.35,388.31,4630.56,8.47,13.77,1918.21,3065.57,146.86,151.8,1023.25,573.74,226.83,76.93,677.33,693.87,142.45,323.76,19854.05
Situbondo,3512000,2020-03-03 9:42:37,2019,6387.17,380.66,3649.18,11.71,23.44,1474.27,3275.93,548.94,403.8,980.31,638.93,305.91,90.27,674.08,779.52,163.98,422.05,20210.14
Probolinggo,3513000,2020-03-03 9:42:37,2019,11132.59,733.68,8415.78,311.84,37.01,2528.66,4451.24,341.75,600.09,916.13,685.72,804.08,127.46,1153.98,933.09,208.56,631.99,34013.66
Pasuruan,3514000,2020-03-03 9:42:37,2019,9687.75,800.47,84143.84,1243.1,46.18,18140.96,14384.98,976.83,5836.23,3829.32,1182.33,1023,161.7,1730.8,1028.13,220.27,1439.9,145875.79
Sidoarjo,3515000,2020-03-03 9:42:37,2019,4217.1,189.22,97732.91,1743.11,121.88,17732.85,33259.5,22949.04,7119.47,7064.81,2453.81,1873.33,333.41,3721.59,2361.35,616.03,712.21,204201.62
Mojokerto,3516000,2020-03-03 9:42:37,2019,6417.78,777.51,44349.87,53.31,48.35,7988.99,8662.86,1104.03,1836.19,4402.85,1276.66,1238.28,135.66,1997.28,1075.74,322.22,700.32,82387.91
Jombang,3517000,2020-03-03 9:42:37,2019,7522.11,260.56,7971.04,27.06,34.49,4327.15,9877.43,509.69,981.18,2588.1,1051.9,832.43,115.7,1309.04,2077.55,345.5,621.54,40452.48
Nganjuk,3518000,2020-03-03 9:42:37,2019,7522.36,536.07,3761.42,13,28.38,2873.47,5410.11,430.59,526.94,1163.01,588.09,444.09,90.76,1340.86,1011.47,162.92,747.57,26651.12
Madiun,3519000,2020-03-03 9:42:37,2019,5462.37,181.27,2054.89,18.78,28.29,2506.52,3254.29,338.14,459.83,1248.42,516.86,330.17,68.59,1089.98,777.42,153.04,442.69,18931.55
Magetan,3520000,2020-03-03 9:42:37,2019,5534.86,283.94,2043.18,10.72,32.92,1540.29,3015.65,299.15,903.99,1248.63,497.48,260.78,67.43,1539.78,765.85,171.99,633.59,18850.23
Ngawi,3521000,2020-03-03 9:42:37,2019,7028.55,259.12,1843.74,19.34,22.69,1889.14,3413.32,289.68,542.5,1305.37,524.57,278.27,74.13,1121.43,1152.47,185.92,482.41,20432.65
Bojonegoro,3522000,2020-03-03 9:42:37,2019,9819.95,38525.2,4679.89,18.02,23.13,5514.18,6676.72,856.35,746.73,4370.36,1069.93,882.05,112.44,3060.19,799.55,289.03,602.63,78046.33
Tuban,3523000,2020-03-03 9:42:37,2019,12632.03,5812.73,19149.43,65.64,36.58,7808.53,9011.47,484.03,661.69,3006.13,1375.96,954.15,145.74,1562.56,1092.34,353.69,840.07,64992.76
Lamongan,3524000,2020-03-03 9:42:37,2019,13449.29,560.58,4171.16,26.55,42.49,4606.67,7661.84,343.14,687.68,2646.7,815.4,891.56,113.61,1595.09,1047.79,349.96,715.95,39725.48
Gresik,3525000,2020-03-03 9:42:37,2019,10285.3,10584.41,66603.47,709.65,85.45,13484.2,18294.82,3509.13,1947.23,5507.9,1621.61,1832.87,415.3,1817.32,1219.47,548.12,427.35,138893.6
Bangkalan,3526000,2020-03-03 9:42:37,2019,5815.87,5162.43,631.86,10.3,21.43,3561.58,4031.62,369.01,318.66,1148.41,437.31,287.12,65.66,1565.84,968.6,92.57,175.94,24664.21
Sampang,3527000,2020-03-03 9:42:37,2019,6152.79,3245.62,714.55,6.64,14.33,2173.58,3701.78,212.72,88.78,934.71,286.97,258.34,62.84,972.16,667.82,109.86,185.26,19788.73
Pamekasan,3528000,2020-03-03 9:42:37,2019,5337.97,614.73,1168.02,8.69,12.57,1881.81,3655.88,284.59,118.89,1047.65,331.49,317.18,67.52,1149.43,727.07,126.02,178.99,17028.5
Sumenep,3529000,2020-03-03 9:42:37,2019,12833.21,5704.33,2016.71,10.39,13.69,2442.75,4246.07,396.02,252.99,1745.4,693.3,330.81,70.91,1215.22,959.81,128.8,238.22,33298.64
Kota Kediri,3571000,2020-03-03 9:42:37,2019,305.95,0.04,114237.07,11.25,23.43,2328.79,12968.71,591.36,2157,2325.48,1274.57,541.3,276.96,506.41,1030.04,231.61,434.89,139244.87
